,shhh.. Just listEn :)_A Rocket to the Moon
11401,worried
11402,otho
11403,can't
11404,even
11405,change
11406,tire
11407,otho
11408,taking
11409,challenge
11410,i'll
11411,need
11412,something
11413,personal
11414,lydia
11415,go
11416,goodwill
11417,delia
11418,gets
11419,idea
11420,ext
11421,house
11422,night
11423,moon
11424,stares
11425,icily
11426,gray
11427,clouds
11428,wind
11429,int
11430,attic
11431,night
11432,barbara
11433,looking
11434,window
11435,barbara
11436,wistful
11437,know
11438,i've
11439,thinking
11440,could
11441,teach
11442,lydia
11443,sew
11444,adam
11445,little
11446,black
11447,party
11448,dresses
11449,barbara
11450,punching
11451,playfully
11452,ah
11453,adam
11454,know
11455,anything
11456,little
11457,girls
11458,missed
11459,love
11460,that's
11461,adam
11462,huffy
11463,let's
11464,see
11465,get
11466,model
11467,back
11468,barbara
11469,build
11470,another
11471,one
11472,adam
11473,convinced
11474,barbara
11475,motions
11476,sit
11477,next
11478,barbara
11479,continuing
11480,come
11481,want
11482,talk
11483,int
11484,dining
11485,room
11486,night
11487,delia
11488,carefully
11489,brings
11490,big
11491,plastic
11492,bag
11493,lays
11494,something
11495,dining
11496,room
11497,table
11498,delia
11499,i'm
11500,deeply
11501,sentimental
11502,weddings
11503,lydia
11504,stands
11505,see
11506,delia
11507,carefully
11508,lays
11509,barbara's
11510,white
11511,wedding
11512,dress
11513,next
11514,adam's
11515,wedding
11516,tux
11517,lydia
11518,looks
11519,chill
11520,runs
11521,lydia
11522,hushed
11523,realization
11524,wedding
11525,clothes
11526,otho
11527,dramatically
11528,wedding
11529,clothes
11530,otho
11531,holds
11532,handbook
11533,sarah
11534,words
11535,otho
11536,nods
11537,int
11538,living
11539,room
11540,night
11541,lydia
11542,nervous
11543,otho
11544,lights
11545,candle
11546,delia
11547,turns
11548,lights
11549,otho
11550,hands
11551,vermillion
11552,start
11553,five
11554,bright
11555,cotillion
11556,raven's
11557,dive
11558,nightshades
11559,promise
11560,spirit's
11561,strive
11562,living
11563,let
11564,dead
11565,come
11566,alive
11567,nothing
11568,happens
11569,lydia
11570,nervously
11571,turns
11572,away
11573,lydia
11574,sarcastically
11575,doo
11576,wah
11577,angle
11578,sizzle
11579,tiny
11580,crackle
11581,along
11582,one
11583,side
11584,square
11585,int
11586,attic
11587,night
11588,barbara
11589,arm
11590,shoulder
11591,talks
11592,adam
11593,barbara
11594,we've
11595,given
11596,gift
11597,honey
11598,real
11599,live
11600,little
11601,girl
11602,likes
11603,us
11604,lot
11605,needs
11606,us
11607,maybe
11608,that's
11609,died
11610,young
11611,keep
11612,us
11613,getting
11614,attached
11615,things
11616,house
11617,antiques
11618,model
11619,look
11620,us
11621,room
11622,anyone
11623,adam
11624,long
11625,thought
11626,makes
11627,think
11628,likes
11629,barbara
11630,slowly
11631,smiles
11632,turns
11633,barbara
11634,camera
11635,hinges
11636,see
11637,barbara
11638,face
11639,frightened
11640,cannot
11641,speak
11642,reaches
11643,disappearing
11644,reaches
11645,suddenly
11646,gone
11647,int
11648,dining
11649,room
11650,night
11651,varicolored
11652,lightning
11653,bolts
11654,shoot
11655,every
11656,corner
11657,square
11658,gasp
11659,everyone
11660,lydia
11661,lydia
11662,looking
11663,away
11664,turns
11665,see
11666,dress
11667,barbara's
11668,wedding
11669,dress
11670,floats
11671,table
11672,fills
11673,slowly
11674,painfully
11675,arms
11676,legs
11677,finally
11678,frightened
11679,face
11680,barbara
11681,lightning
11682,bolt
11683,flares
11684,lydia
11685,rises
11686,slowly
11687,feet
11688,unable
11689,resist
11690,lightning
11691,bolts
11692,otho
11693,sudden
11694,thunder
11695,pierces
11696,night
11697,magic
11698,wonder
11699,mad
11700,affright
11701,rives
11702,asunder
11703,man's
11704,delight
11705,ghost
11706,corpse
11707,rise
11708,lydia
11709,walks
11710,slowly
11711,toward
11712,barbara
11713,barbara
11714,pain
11715,slowly
11716,aging
11717,speaks
11718,words
11719,heard
11720,even
11721,lydia
11722,see
11723,calling
11724,adam
11725,lydia
11726,stop
11727,maxie
11728,shhhh
11729,lydia
11730,screams
11731,adam
11732,lydia
11733,adam
11734,adam
11735,otho
11736,louder
11737,flies
11738,lizard
11739,serpent
11740,fell
11741,goblin
11742,vizard
11743,spell
11744,pale
11745,wizard
11746,sinks
11747,hell
11748,buried
11749,dead
11750,slain
11751,rise
11752,int
11753,attic
11754,night
11755,lightning
11756,flare
11757,see
11758,adam
11759,searching
11760,barbara
11761,rushes
11762,hallway
11763,adam
11764,barbara
11765,barbara
11766,ba
11767,last
11768,plaintive
11769,call
11770,becomes
11771,mute
11772,begins
11773,slowly
11774,disappear
11775,int
11776,dining
11777,room
11778,night
11779,watchers
11780,one
11781,one
11782,scared
11783,delighted
11784,one
11785,watching
11786,lydia
11787,lydia
11788,tears
11789,well
11790,eyes
11791,barbara
11792,slowly
11793,aging
11794,bewildered
11795,adam
11796,appears
11797,floating
11798,wedding
11799,suit
11800,seeing
11801,barbara
11802,older
11803,adam
11804,reaches
11805,hand
11806,hands
11807,grasps
11808,hand
11809,seems
11810,made
11811,white
11812,crepe
11813,wrinkles
11814,nearly
11815,collapses
11816,adam
11817,puzzled
11818,calls
11819,name
11820,silently
11821,delia
11822,what's
11823,happening
11824,otho
11825,know
11826,charles
11827,suffering
11828,lydia
11829,screams
11830,they're
11831,dying
11832,maxie
11833,they're
11834,already
11835,dead
11836,can't
11837,feel
11838,thing
11839,obviously
11840,true
11841,barbara
11842,looks
11843,slowly
11844,lydia
11845,effort
11846,makes
11847,loving
11848,smile
11849,reaches
11850,toward
11851,lydia
11852,completely
11853,helpless
11854,lydia
11855,weeps
11856,openly
11857,something
11858,comes
11859,rushes
11860,across
11861,room
11862,stares
11863,model
11864,lydia
11865,help
11866,us
11867,please
11868,betelgeuse
11869,crack
11870,lightning
11871,ext
11872,model
11873,town
11874,graveyard
11875,night
11876,someone
11877,something
11878,like
11879,figure
11880,death
11881,goya
11882,drawing
11883,perched
11884,atop
11885,gravestone
11886,barbara
11887,adam
11888,maitland
11889,graves
11890,beneath
11891,open
11892,figure
11893,turns
11894,betelgeuse
11895,filing
11896,talons
11897,casually
11898,speaks
11899,ghastly
11900,rasp
11901,betelgeuse
11902,ready
11903,lydia
11904,got
11905,help
11906,betelgeuse
11907,help
11908,lydia
11909,frightened
11910,betelgeuse
11911,i'll
11912,help
11913,price
11914,grins
11915,lydia
11916,w
11917,betelgeuse
11918,words
11919,echo
11920,horribly
11921,queen
11922,lydia
11923,repulsed
11924,qu
11925,betelgeuse
11926,smiling
11927,devilishly
11928,i'm
11929,beeyooteeful
11930,lydia
11931,chilled
11932,steps
11933,back
11934,turns
11935,back
11936,maitlands
11937,continuing
11938,age
11939,looks
11940,back
11941,model
11942,lydia
11943,right
11944,betelgeuse
11945,betelgeuse
11946,doubles
11947,size
11948,tombstone
11949,crumbles
11950,beneath
11951,lydia
11952,vo
11953,louder
11954,betelgeuse
11955,wider
11956,graveyard
11957,doubles
11958,size
11959,lydia
11960,hesitates
11961,betelgeuse
11962,tight
11963,looks
11964,confidently
11965,lydia
11966,betelgeuse
11967,dining
11968,room
11969,night
11970,barbara
11971,adam's
11972,corpses
11973,nearly
11974,end
11975,ropes
11976,charles
11977,right
11978,that's
11979,enough
11980,stop
11981,otho
11982,answer
11983,charles
11984,continuing
11985,otho
11986,otho
11987,late
11988,charles
11989,i'm
11990,sorry
11991,int
11992,dining
11993,room
11994,night
11995,lydia
11996,peers
11997,model
11998,betelgeuse
11999,transforming
12000,there's
12001,low
12002,rumble
12003,model
12004,town
12005,starts
12006,shake
12007,int
12008,dining
12009,room
12010,night
12011,lydia
12012,backs
12013,away
12014,betelgeuse's
12015,head
12016,humansize
12017,rises
12018,center
12019,model
12020,town
12021,tight
12022,face
12023,grin
12024,malevolent
12025,malicious
12026,showtime
12027,folks
12028,betelgeuse
12029,attention
12030,kmart
12031,shoppers
12032,deetzes
12033,focused
12034,maitlands
12035,turning
12036,around
12037,model
12038,model
12039,betelgeuse
12040,begins
12041,bright
12042,sinister
12043,carnival
12044,barker's
12045,pitch
12046,shoulders
12047,clearing
12048,model
12049,betelgeuse
12050,welcome
12051,winter
12052,river
12053,angle
12054,sarah
12055,rushes
12056,model
12057,thinking
12058,show
12059,maxie
12060,follows
12061,betelgeuse
12062,hel
12063,lo
12064,piggies
12065,welcome
12066,winter
12067,river
12068,see
12069,museum
12070,natural
12071,greed
12072,monument
12073,bored
12074,businessmen
12075,come
12076,closer
12077,angle
12078,suddenly
12079,betelgeuse's
12080,arms
12081,elongate
12082,swell
12083,crackle
12084,maxie
12085,sarah
12086,eyes
12087,grow
12088,wide
12089,tight
12090,betelgeuse's
12091,hands
12092,split
12093,unfurl
12094,transmutate
12095,two
12096,shiny
12097,huge
12098,sledgehammers
12099,betelgeuse
12100,grins
12101,eyes
12102,sparkle
12103,anticipation
12104,carney
12105,music
12106,betelgeuse
12107,roughly
12108,tune
12109,santa
12110,claus
12111,coming
12112,town
12113,better
12114,sell
12115,better
12116,buy
12117,maxie
12118,sarah
12119,behind
12120,graduated
12121,carnival
12122,bell
12123,ringing
12124,game
12125,standard
12126,erects
12127,betelgeuse
12128,betelgeuse
12129,still
12130,singing
12131,old
12132,uncle
12133,beetle
12134,claus
12135,makin'
12136,fly
12137,betelgeuse
12138,swings
12139,hammerhands
12140,sends
12141,max
12142,sarah
12143,zooming
12144,roof
12145,gong
12146,gong
12147,angle
12148,betelgeuse
12149,style
12150,game
12151,show
12152,host
12153,yowser
12154,yowser
12155,well
12156,tonight
12157,angle
12158,looks
12159,suspended
12160,maitlands
12161,betelgeuse
12162,let's
12163,hand
12164,maitlands
12165,barbara
12166,adam
12167,deserve
12168,rest
12169,maitlands
12170,wispy
12171,shadows
12172,still
12173,alivedead
12174,fall
12175,heap
12176,floor
12177,note
12178,immediately
12179,start
12180,regenerate
12181,betelgeuse
12182,well
12183,we'll
12184,get
12185,back
12186,recover
12187,flight
12188,adam
12189,filling
12190,struggles
12191,stand
12192,falls
12193,barbara
12194,shakes
12195,head
12196,trying
12197,regain
12198,focus
12199,betelgeuse
12200,looking
12201,around
12202,god
12203,ugly
12204,wall
12205,dressing
12206,responsible
12207,ugliness
12208,spying
12209,otho
12210,trying
12211,hide
12212,otho
12213,watch
12214,taste
12215,patrol
12216,angle
12217,waves
12218,door
12219,opens
12220,little
12221,italian
12222,gentle
12223,man
12224,appears
12225,otho
12226,noooo
12227,god
12228,giorgio
12229,armani
12230,giorgio
12231,youa
12232,getta
12233,started
12234,herea
12235,joost
12236,wanta
12237,saya
12238,otho
12239,don'ta
12240,weara
12241,stuff
12242,okay
12243,youa
12244,fat
12245,humantype
12246,clothes
12247,ita
12248,makes
12249,designs
12250,looka
12251,like
12252,aircraft
12253,covering
12254,angle
12255,otho
12256,horrified
12257,suddenly
12258,looks
12259,sees
12260,clothing
12261,transformed
12262,polyester
12263,nightmare
12264,runs
12265,door
12266,screaming
12267,betelgeuese
12268,laughs
12269,delight
12270,focuses
12271,lydia
12272,betelgeuse
12273,let's
12274,leave
12275,crazy
12276,world
12277,behind
12278,us
12279,i'll
12280,take
12281,style
12282,sound
12283,eerie
12284,wedding
12285,march
12286,fireplace
12287,changes
12288,expressionist
12289,altar
12290,angle
12291,leering
12292,horned
12293,whores
12294,walk
12295,like
12296,bridesmaids
12297,step
12298,door
12299,rush
12300,toward
12301,lydia
12302,angle
12303,frightened
12304,lydia
12305,assaulted
12306,pulled
12307,forward
12308,ugly
12309,handmaidens
12310,suddenly
12311,looks
12312,sees
12313,clothed
12314,bloodred
12315,wedding
12316,dress
12317,lydia
12318,screams
12319,barbara
12320,adam's
12321,eyes
12322,widen
12323,lydia
12324,frightened
12325,hurling
12326,incan
12327,tation
12328,make
12329,disappear
12330,betelgeuse
12331,bet
12332,betelgeuse
12333,waves
12334,hand
12335,lydia's
12336,mouth
12337,freezes
12338,delia
12339,charles
12340,plead
12341,recovering
12342,maitlands
12343,delia
12344,frantic
12345,please
12346,can't
12347,something
12348,please
12349,barbara
12350,adam
12351,adam
12352,fully
12353,recovered
12354,heroically
12355,tries
12356,speak
12357,jaw
12358,falls
12359,exhausted
12360,barbara
12361,tries
12362,help
12363,reattach
12364,betelgeuse
12365,looks
12366,lydia
12367,betelgeuse
12368,know
12369,we're
12370,going
12371,get
12372,married
12373,we're
12374,going
12375,need
12376,witnesses
12377,betelgeuse
12378,shifts
12379,glare
12380,charles
12381,delia
12382,behind
12383,delia's
12384,horrid
12385,sculptures
12386,come
12387,life
12388,attack
12389,charles
12390,delia
12391,sculptures
12392,twist
12393,around
12394,forcing
12395,watch
12396,hideous
12397,spectacle
12398,adam
12399,barbara
12400,rapidly
12401,trying
12402,recover
12403,ceremony
12404,begins
12405,deathmasked
12406,old
12407,preacher
12408,slides
12409,fireplace
12410,ready
12411,perform
12412,service
12413,speaks
12414,hissing
12415,death
12416,rattle
12417,preacher
12418,betel
12419,mouth
12420,drops
12421,frozen
12422,betelgeuse
12423,uhuh
12424,one
12425,says
12426,b
12427,word
12428,preacher
12429,take
12430,woman
12431,wedded
12432,wife
12433,honor
12434,betelgeuse
12435,interrupting
12436,betcha
12437,lydia
12438,screams
12439,struggles
12440,preacher
12441,lydia
12442,take
12443,man
12444,er
12445,uh
12446,man
12447,lawful
12448,wedded
12449,husband
12450,sickness
12451,lydia
12452,struggles
12453,screams
12454,muffled
12455,distant
12456,betelgeuse
12457,grabs
12458,shakes
12459,betelgeuse
12460,answer
12461,snookums
12462,i'll
12463,eerily
12464,speaking
12465,voice
12466,i'm
12467,lydia
12468,deetz
12469,i'm
12470,sound
12471,mind
12472,man
12473,next
12474,one
12475,want
12476,asked
12477,i'm
12478,answering
12479,yes
12480,love
12481,man
12482,mine
12483,adam
12484,fully
12485,regenerated
12486,moves
12487,toward
12488,shouts
12489,incantation
12490,adam
12491,beetle
12492,angle
12493,betelgeuse
12494,turns
12495,sweep
12496,hand
12497,adam's
12498,teeth
12499,false
12500,fly
12501,mouth
12502,clatter
12503,floor
12504,adam
12505,toothless
12506,musters
12507,ghost
12508,powers
12509,teeth
12510,tight
12511,rare
12512,back
12513,continue
12514,shouting
12515,teeth
12516,beetleju
12517,angle
12518,mayhem
12519,breaks
12520,furious
12521,betelgeuse
12522,stomps
12523,feet
12524,teeth
12525,scuttle
12526,model
12527,betelgeuse
12528,angrily
12529,old
12530,man
12531,move
12532,pops
12533,adam
12534,speechless
12535,adam
12536,heroically
12537,charges
12538,toward
12539,betelgeuse
12540,ready
12541,strike
12542,betelgeuse
12543,spins
12544,waves
12545,hand
12546,sound
12547,rushing
12548,wind
12549,adam
12550,zapped
12551,model
12552,town
12553,angle
12554,barbara
12555,screams
12556,jumps
12557,betelgeuse
12558,barbara
12559,beetlegeuse
12560,betelgeuse
12561,turns
12562,eyes
12563,flashing
12564,barbara
12565,gag
12566,comes
12567,mouth
12568,model
12569,adam
12570,running
12571,around
12572,streets
12573,trying
12574,get
12575,model
12576,looks
12577,sky
12578,sees
12579,red
12580,glow
12581,thundering
12582,wedding
12583,music
12584,know
12585,barbara
12586,tears
12587,away
12588,face
12589,like
12590,tissue
12591,tries
12592,say
12593,name
12594,barbara
12595,betelgeuse
12596,betelgeuse
12597,angry
12598,waves
12599,hand
12600,barbara
12601,lips
12602,zippered
12603,shut
12604,model
12605,desperate
12606,adam
12607,gets
12608,idea
12609,runs
12610,truck
12611,betelgeuse
12612,crashed
12613,earlier
12614,jumps
12615,tries
12616,start
12617,barbara
12618,unzips
12619,mouth
12620,tries
12621,barbara
12622,betelgeuse
12623,fire
12624,darts
12625,eyes
12626,barbara
12627,chromium
12628,steel
12629,plate
12630,riveted
12631,across
12632,mouth
12633,screams
12634,wordlessly
12635,behind
12636,model
12637,adam
12638,finally
12639,gets
12640,truck
12641,started
12642,barbara
12643,struggling
12644,mouth
12645,frustrated
12646,breaking
12647,point
12648,looks
12649,around
12650,room
12651,rushes
12652,window
12653,crashes
12654,night
12655,model
12656,adam
12657,sees
12658,barbara
12659,rush
12660,looks
12661,back
12662,betelgeuse
12663,floors
12664,gas
12665,pedal
12666,goes
12667,one
12668,last
12669,shot
12670,betelgeuse
12671,betelgeuse
12672,angry
12673,let's
12674,get
12675,rolling
12676,preacher
12677,authority
12678,vested
12679,rumble
12680,comes
12681,outside
12682,everyone
12683,notices
12684,preacher
12685,stutters
12686,finish
12687,wedding
12688,betelgeuse
12689,get
12690,louder
12691,noise
12692,outside
12693,nearly
12694,deafening
12695,preacher
12696,yes
12697,pronounce
12698,man
12699,angle
12700,truck
12701,racing
12702,betelgeuse's
12703,foot
12704,adam
12705,bails
12706,time
12707,truck
12708,hits
12709,betelgeuse's
12710,foot
12711,explodes
12712,giving
12713,distracting
12714,hot
12715,foot
12716,window
12717,amidst
12718,cloud
12719,yellow
12720,dust
12721,crashes
12722,sand
12723,worm
12724,barbara
12725,rides
12726,bareback
12727,barbara
12728,struggles
12729,control
12730,roaring
12731,worm
12732,pulls
12733,ears
12734,looks
12735,around
12736,beetle
12737,juice
12738,seeing
12739,spurs
12740,worm
12741,beetle
12742,juice
12743,angle
12744,beetle
12745,juice
12746,struggles
12747,trying
12748,run
12749,worm
12750,barbara
12751,worm
12752,outmaneuver
12753,corner
12754,worm
12755,reaches
12756,opens
12757,hungry
12758,mouth
12759,gulps
12760,betelgeuse
12761,one
12762,mouthful
12763,betelgeuse
12764,rrrrat
12765,shit
12766,angle
12767,barbara
12768,leaps
12769,sand
12770,worm
12771,continues
12772,floorboards
12773,house
12774,betelgeuse
12775,gone
12776,adam
12777,back
12778,full
12779,size
12780,charles
12781,delia
12782,longer
12783,held
12784,sculptures
12785,lydia
12786,runs
12787,back
12788,family
12789,adam
12790,barbara
12791,dust
12792,settles
12793,hole
12794,juno
12795,peers
12796,room
12797,pulls
12798,whores
12799,hole
12800,fade
12801,fade
12802,ext
12803,main
12804,street
12805,winter
12806,river
12807,bright
12808,day
12809,birds
12810,sing
12811,ernie
12812,polishes
12813,lion
12814,old
12815,bill
12816,sleeps
12817,people
12818,stroll
12819,ext
12820,miss
12821,shannon's
12822,boarding
12823,school
12824,day
12825,lovely
12826,white
12827,boarding
12828,school
12829,long
12830,green
12831,lawn
12832,bell
12833,rings
12834,girls
12835,come
12836,front
12837,door
12838,say
12839,goodbyes
12840,lydia
12841,walks
12842,carrying
12843,books
12844,lydia
12845,'bye
12846,serena
12847,see
12848,later
12849,lydia
12850,walks
12851,along
12852,main
12853,street
12854,winter
12855,river
12856,ext
12857,jane
12858,butterfield's
12859,antiquestravelreal
12860,estate
12861,jane
12862,getting
12863,car
12864,little
12865,jane
12866,follows
12867,jane
12868,hellooo
12869,how's
12870,school
12871,lydia
12872,particularly
12873,interested
12874,okay
12875,how's
12876,dirt
12877,business
12878,jane
12879,well
12880,i'm
12881,expecting
12882,call
12883,parents
12884,news
12885,jane
12886,hears
12887,phone
12888,ring
12889,inside
12890,rushes
12891,answer
12892,lydia
12893,tell
12894,i'll
12895,call
12896,tonight
12897,ext
12898,main
12899,street
12900,winter
12901,river
12902,bright
12903,day
12904,ernie
12905,polishes
12906,lion
12907,lydia
12908,passes
12909,lydia
12910,forget
12911,balls
12912,ernie
12913,looks
12914,around
12915,surprised
12916,int
12917,jane
12918,butterfield's
12919,antiquestravelreal
12920,estate
12921,jane
12922,screams
12923,phone
12924,jane
12925,mean
12926,i've
12927,done
12928,health
12929,know
12930,camera
12931,explores
12932,row
12933,photographs
12934,houses
12935,sale
12936,photograph
12937,old
12938,maitland
12939,house
12940,delapidated
12941,hauntedlooking
12942,legend
12943,reads
12944,fixerupper's
12945,special
12946,back
12947,jane
12948,frustrated
12949,jane
12950,bona
12951,fide
12952,offer
12953,25000000
12954,dump
12955,little
12956,jane
12957,xerox
12958,machine
12959,noise
12960,irritates
12961,big
12962,jane
12963,throws
12964,wad
12965,paper
12966,little
12967,jane
12968,little
12969,jane
12970,gets
12971,mad
12972,throws
12973,papers
12974,air
12975,exits
12976,int
12977,new
12978,york
12979,apartment
12980,day
12981,recognize
12982,furniture
12983,deetzes'
12984,delia
12985,phone
12986,jane
12987,charles
12988,comes
12989,wall
12990,street
12991,journal
12992,fidgets
12993,taps
12994,fingers
12995,reads
12996,pours
12997,coffee
12998,delia
12999,whisper
13000,charles
13001,mrs
13002,butterworth
13003,charles
13004,picks
13005,extension
13006,charles
13007,listen
13008,jane
13009,want
13010,anyone
13011,looking
13012,house
13013,want
13014,painted
13015,yard
13016,mowed
13017,trees
13018,trimmed
13019,want
13020,termite
13021,inspected
13022,sale
13023,int
13024,jane's
13025,store
13026,day
13027,jane
13028,listens
13029,silent
13030,thinking
13031,jane
13032,well
13033,okay
13034,sell
13035,int
13036,new
13037,york
13038,apartment
13039,day
13040,delia
13041,smiles
13042,never
13043,honey
13044,never
13045,hangs
13046,looks
13047,charles
13048,delia
13049,continuing
13050,people
13051,never
13052,know
13053,leave
13054,things
13055,way
13056,charles
13057,smiles
13058,int
13059,maitland
13060,house
13061,day
13062,sound
13063,sweeping
13064,camera
13065,eases
13066,barbara
13067,sweeping
13068,adam
13069,working
13070,model
13071,adam
13072,time
13073,barbara
13074,330
13075,guess
13076,adam
13077,give
13078,take
13079,year
13080,barbara
13081,smiles
13082,kitchen
13083,door
13084,slams
13085,barbara
13086,looks
13087,adam
13088,smile
13089,adam
13090,get
13091,paint
13092,lydia's
13093,voice
13094,got
13095,took
13096,pictures
13097,new
13098,church
13099,barbara
13100,how'd
13101,science
13102,test
13103,lydia
13104,lydia
13105,hangs
13106,head
13107,gross
13108,wanted
13109,dissect
13110,frog
13111,told
13112,way
13113,said
13114,religion
13115,got
13116,c
13117,adam
13118,frowns
13119,little
13120,barbara
13121,math
13122,test
13123,lydia
13124,looks
13125,coyly
13126,adam
13127,studied
13128,day
13129,yesterday
13130,tell
13131,lydia
13132,got
13133,grin
13134,pride
13135,lydia
13136,continuing
13137,adam
13138,shaking
13139,head
13140,uhuh
13141,got
13142,c
13143,science
13144,lydia
13145,oh
13146,go
13147,barbara
13148,oh
13149,adam
13150,tease
13151,never
13152,got
13153,science
13154,life
13155,adam
13156,right
13157,lydia
13158,puts
13159,books
13160,loosens
13161,collar
13162,ruffles
13163,hair
13164,waits
13165,adam
13166,continuing
13167,okay
13168,lydia
13169,looks
13170,lydia
13171,begins
13172,levitate
13173,lifts
13174,head
13175,leaves
13176,white
13177,bread
13178,world
13179,behind
13180,voice
13181,deep
13182,soulful
13183,percy
13184,sledge
13185,lydia
13186,man
13187,loves
13188,woman
13189,can't
13190,keep
13191,mind
13192,nothin'
13193,else
13194,behind
13195,ghostly
13196,images
13197,football
13198,players
13199,appear
13200,backup
13201,footballers
13202,oooooo
13203,hummm
13204,oooooo
13205,lydia
13206,he'd
13207,change
13208,world
13209,good
13210,thing
13211,he's
13212,found
13213,main
13214,needs
13215,woman
13216,cain't
13217,keep
13218,mind
13219,nothin'
13220,else
13221,bad
13222,see
13223,wrong
13224,music
13225,continues
13226,angle
13227,great
13228,pile
13229,sand
13230,whorehouse
13231,middle
13232,irritated
13233,betelgeuse
13234,crawls
13235,roof
13236,hating
13237,singing
13238,shakes
13239,fist
13240,sky
13241,loses
13242,footing
13243,tumbles
13244,sand
13245,terrified
13246,scrambles
13247,get
13248,pile
13249,moving
13250,coil
13251,sand
13252,sends
13253,scurrying
13254,inside
13255,sandworm
13256,snapping
13257,right
13258,behind
13259,runs
13260,back
13261,roof
13262,angle
13263,camera
13264,tilts
13265,see
13266,house
13267,perfect
13268,new
13269,england
13270,house
13271,camera
13272,pulls
13273,back
13274,model
13275,window
13276,real
13277,house
13278,outside
13279,real
13280,house
13281,see
13282,dilapidated
13283,undeniably
13284,perfect
13285,haunted
13286,house
13287,fade
